Table Name,State Code,Distt Code,State Name,Area,Age,Total Person,Total Males,Total Females,Illiterate Person,Illiterate Males,Illiterate Females,Literate Person,Literate Males,Literate Females,Literate without educational level Person,Literate without educational level Males,Literate without educational level Females,Below primary Person,Below primary Males,Below primary Females,Primary Person,Primary Males,Primary Females,Middle Person,Middle Males,Middle Females,Secondary Person,Secondary Males,Secondary Females,Higher secondary Person,Higher Secondary Males,Higher Secondary Females,Non-technical diploma Person,Non-technical diploma Males,Non-technical diploma Females,Technical diploma Person,Technical diploma Males,Technical diploma Females,Graduate Person,Graduate Males,Graduate Females,Unclassified Person,Unclassified Males,Unclassified Females,Year
C2308,20,0,JHARKHAND,Total,All ages,32988134,16930315,16057819,14660065,6047796,8612269,18328069,10882519,7445550,781448,454490,326958,4293415,2292684,2000731,4808604,2752242,2056362,3091107,1895039,1196068,2473825,1569270,904555,1459686,940065,519621,22666,14198,8468,64868,55953,8915,1328477,906174,422303,3973,2404,1569,2011
C2308,21,0,ODISHA,Total,All ages,41974218,21212136,20762082,15231623,6122455,9109168,26742595,15089681,11652914,832805,438797,394008,5886571,3126770,2759801,7714716,4157327,3557389,5285243,3035765,2249478,3217355,1885832,1331523,1738285,1050721,687564,34654,28452,6202,188268,157099,31169,1783797,1174184,609613,60901,34734,26167,2011
C2308,22,0,CHHATTISGARH,Total,All ages,25545198,12832895,12712303,10165276,4025002,6140274,15379922,8807893,6572029,377765,204602,173163,3687369,2011523,1675846,4192144,2267581,1924563,3202404,1825488,1376916,1628487,1003394,625093,1172386,764504,407882,3863,2728,1135,51590,45165,6425,1018853,659081,359772,45061,23827,21234,2011
C2308,23,0,MADHYA PRADESH,Total,All ages,72626809,37612306,35014503,29775640,12437978,17337662,42851169,25174328,17676841,1838272,1048973,789299,9582214,5242949,4339265,11878241,6640472,5237769,8431000,5094579,3336421,4441266,2819198,1622068,3193222,2098416,1094806,9732,6814,2918,99838,85480,14358,3222802,2051127,1171675,154582,86320,68262,2011
C2308,24,0,GUJARAT,Total,All ages,60439692,31491260,28948432,19346334,8016387,11329947,41093358,23474873,17618485,2317423,1230706,1086717,8462829,4486708,3976121,10557001,5568559,4988442,6453935,4031450,2422485,6131997,3788353,2343644,3153566,1923817,1229749,37756,25992,11764,661401,455161,206240,3174158,1891932,1282226,143292,72195,71097,2011
C2308,25,0,DAMAN & DIU,Total,All ages,243247,150301,92946,54841,25658,29183,188406,124643,63763,6498,4342,2156,26623,15332,11291,41447,26048,15399,35626,24792,10834,39489,27874,11615,22340,15227,7113,162,120,42,2997,2226,771,12802,8425,4377,422,257,165,2011
C2308,26,0,DADRA & NAGAR HAVELI,Total,All ages,343709,193760,149949,120479,51239,69240,223230,142521,80709,13111,8683,4428,43709,24482,19227,48436,28803,19633,37385,24919,12466,34255,24529,9726,21529,14623,6906,344,275,69,4748,3645,1103,19174,12227,6947,539,335,204,2011
C2308,27,0,MAHARASHTRA,Total,All ages,112374333,58243056,54131277,30820043,12985472,17834571,81554290,45257584,36296706,4127878,2079746,2048132,15335820,8069806,7266014,16628201,8346143,8282058,12592729,7132530,5460199,13559841,7914102,5645739,9288522,5609011,3679511,83534,58561,24973,858367,680370,177997,8639081,5167671,3471410,440317,199644,240673,2011
C2308,28,0,ANDHRA PRADESH,Total,All ages,84580777,42442146,42138631,34024017,14190903,19833114,50556760,28251243,22305517,3142311,1741175,1401136,7437519,3884076,3553443,13449300,6904114,6545186,5572154,3006742,2565412,8585481,4842743,3742738,5643010,3381495,2261515,94498,72832,21666,705274,587970,117304,5577387,3632622,1944765,349826,197474,152352,2011
C2308,29,0,KARNATAKA,Total,All ages,61095297,30966657,30128640,20447975,8458186,11989789,40647322,22508471,18138851,2518692,1354868,1163824,6924069,3655942,3268127,9493106,4944027,4549079,5161708,2869395,2292313,5082407,2784883,2297524,6300213,3574640,2725573,206215,159259,46956,793066,610709,182357,4043647,2489209,1554438,124199,65539,58660,2011
C2308,30,0,GOA,Total,All ages,1458545,739140,719405,293058,123317,169741,1165487,615823,549664,99823,45518,54305,161303,80497,80806,181495,94300,87195,166523,91716,74807,185378,102298,83080,179501,98502,80999,1956,1160,796,35594,24792,10802,146828,74077,72751,7086,2963,4123,2011
C2308,32,0,KERALA,Total,All ages,33406061,16027412,17378649,5270237,2322509,2947728,28135824,13704903,14430921,1313536,601366,712170,4401497,2076920,2324577,5065710,2522296,2543414,5059809,2590783,2469026,3852389,1906020,1946369,4885082,2307363,2577719,73857,34264,39593,895188,508075,387113,2531321,1131336,1399985,57435,26480,30955,2011
C2308,33,0,TAMIL NADU,Total,All ages,72147030,36137975,36009055,20309523,8097484,12212039,51837507,28040491,23797016,2300483,1188833,1111650,5629379,2861589,2767790,12325162,6479422,5845740,9608004,5087592,4520412,8193224,4540573,3652651,6429350,3405933,3023417,150086,116345,33741,1558526,1143646,414880,5457742,3119342,2338400,185551,97216,88335,2011
C2308,34,0,PONDICHERRY,Total,All ages,1247953,612511,635442,290644,115133,175511,957309,497378,459931,23696,11510,12186,93186,45162,48024,187723,89632,98091,171301,85255,86046,161826,87749,74077,132950,68217,64733,2204,1293,911,39316,27765,11551,142029,79482,62547,3078,1313,1765,2011
