Table Name,State Code,Distt Code,State Name,Area,Age,Total Person,Total Males,Total Females,Illiterate Person,Illiterate Males,Illiterate Females,Literate Person,Literate Males,Literate Females,Literate without educational level Person,Literate without educational level Males,Literate without educational level Females,Below primary Person,Below primary Males,Below primary Females,Primary Person,Primary Males,Primary Females,Middle Person,Middle Males,Middle Females,Secondary Person,Secondary Males,Secondary Females,Higher secondary Person,Higher Secondary Males,Higher Secondary Females,Non-technical diploma Person,Non-technical diploma Males,Non-technical diploma Females,Technical diploma Person,Technical diploma Males,Technical diploma Females,Graduate Person,Graduate Males,Graduate Females,Unclassified Person,Unclassified Males,Unclassified Females,Year
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,30-34,533,319,214,178,68,110,355,251,104,4,1,3,67,40,27,79,50,29,82,65,17,58,46,12,31,26,5,0,0,0,4,4,0,29,19,10,1,0,1,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,35-39,531,337,194,199,80,119,332,257,75,3,2,1,64,48,16,77,59,18,74,59,15,62,47,15,22,17,5,0,0,0,5,5,0,25,20,5,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,40-44,324,222,102,121,55,66,203,167,36,1,1,0,37,30,7,50,39,11,42,35,7,40,35,5,19,15,4,0,0,0,5,4,1,9,8,1,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,45-49,253,170,83,115,56,59,138,114,24,4,4,0,32,23,9,34,27,7,18,13,5,29,26,3,8,8,0,0,0,0,1,1,0,12,12,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,50-54,177,134,43,70,35,35,107,99,8,3,3,0,26,22,4,28,26,2,21,20,1,14,13,1,7,7,0,0,0,0,1,1,0,7,7,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,55-59,112,92,20,43,28,15,69,64,5,0,0,0,20,17,3,26,26,0,11,9,2,9,9,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,60-64,56,38,18,41,25,16,15,13,2,0,0,0,4,2,2,7,7,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,65-69,32,20,12,16,8,8,16,12,4,0,0,0,8,5,3,6,5,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,70-74,23,15,8,17,9,8,6,6,0,0,0,0,2,2,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,75-79,12,5,7,11,4,7,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,80+,10,6,4,7,3,4,3,3,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Total,Age not stated,8,6,2,5,3,2,3,3,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,All ages,3062,1769,1293,1439,694,745,1623,1075,548,18,11,7,618,346,272,417,291,126,268,205,63,149,114,35,68,51,17,0,0,0,18,16,2,66,41,25,1,0,1,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,0-6,598,313,285,598,313,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,7,87,44,43,44,22,22,43,22,21,0,0,0,43,22,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,8,108,58,50,45,22,23,63,36,27,1,0,1,62,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,9,51,27,24,16,9,7,35,18,17,0,0,0,35,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,10,100,53,47,21,13,8,79,40,39,0,0,0,65,31,34,14,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,11,67,36,31,16,5,11,51,31,20,0,0,0,33,21,12,18,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,12,85,39,46,20,9,11,65,30,35,0,0,0,36,16,20,27,14,13,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,13,54,26,28,11,3,8,43,23,20,0,0,0,19,8,11,19,13,6,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,14,58,29,29,10,2,8,48,27,21,0,0,0,21,8,13,21,15,6,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,15,62,34,28,22,12,10,40,22,18,1,0,1,12,5,7,18,12,6,6,4,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,16,59,33,26,16,8,8,43,25,18,0,0,0,15,6,9,12,8,4,12,7,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,17,35,15,20,6,2,4,29,13,16,0,0,0,5,0,5,9,4,5,10,6,4,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,18,84,51,33,24,11,13,60,40,20,1,0,1,20,14,6,14,8,6,17,14,3,5,3,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,19,44,26,18,9,5,4,35,21,14,0,0,0,4,3,1,12,3,9,14,12,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,20-24,266,149,117,77,34,43,189,115,74,1,1,0,51,23,28,49,36,13,43,33,10,22,12,10,11,6,5,0,0,0,1,1,0,11,3,8,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,25-29,319,182,137,105,43,62,214,139,75,4,2,2,40,25,15,53,37,16,46,29,17,28,21,7,20,13,7,0,0,0,5,3,2,18,9,9,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,30-34,241,146,95,87,41,46,154,105,49,3,1,2,33,17,16,31,18,13,35,30,5,23,19,4,13,11,2,0,0,0,3,3,0,12,6,6,1,0,1,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,35-39,244,165,79,86,36,50,158,129,29,2,2,0,43,31,12,37,32,5,31,27,4,23,17,6,8,7,1,0,0,0,5,5,0,9,8,1,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,40-44,151,108,43,59,27,32,92,81,11,1,1,0,22,18,4,24,19,5,18,17,1,13,13,0,5,5,0,0,0,0,2,2,0,7,6,1,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,45-49,122,74,48,59,23,36,63,51,12,3,3,0,17,12,5,15,10,5,9,7,2,9,9,0,4,4,0,0,0,0,1,1,0,5,5,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,50-54,93,66,27,37,14,23,56,52,4,1,1,0,19,16,3,14,14,0,10,9,1,7,7,0,2,2,0,0,0,0,1,1,0,2,2,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,55-59,57,46,11,21,13,8,36,33,3,0,0,0,11,8,3,17,17,0,3,3,0,2,2,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,60-64,31,22,9,21,14,7,10,8,2,0,0,0,4,2,2,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,65-69,21,13,8,11,6,5,10,7,3,0,0,0,6,4,2,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,70-74,13,9,4,9,5,4,4,4,0,0,0,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,75-79,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,80+,4,1,3,3,0,3,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Rural,Age not stated,4,3,1,2,1,1,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,All ages,3126,1821,1305,1279,573,706,1847,1248,599,13,6,7,525,317,208,466,303,163,347,249,98,294,218,76,128,98,30,0,0,0,6,4,2,68,53,15,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,0-6,460,233,227,460,233,227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,7,110,52,58,48,24,24,62,28,34,0,0,0,62,28,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,8,71,39,32,28,12,16,43,27,16,1,0,1,42,27,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,9,74,35,39,23,10,13,51,25,26,1,0,1,47,24,23,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,10,118,60,58,25,9,16,93,51,42,0,0,0,75,39,36,18,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,11,59,23,36,10,3,7,49,20,29,0,0,0,39,19,20,10,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,12,89,47,42,16,6,10,73,41,32,0,0,0,40,27,13,28,12,16,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,13,73,42,31,17,6,11,56,36,20,0,0,0,18,12,6,24,14,10,14,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,14,74,41,33,8,2,6,66,39,27,0,0,0,16,10,6,29,17,12,21,12,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,15,78,46,32,14,3,11,64,43,21,0,0,0,11,7,4,25,19,6,17,13,4,11,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,16,69,38,31,10,2,8,59,36,23,0,0,0,8,5,3,27,17,10,13,8,5,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,17,56,33,23,7,3,4,49,30,19,0,0,0,7,4,3,10,6,4,14,9,5,18,11,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,18,89,63,26,22,12,10,67,51,16,0,0,0,6,6,0,31,24,7,10,8,2,12,9,3,7,3,4,0,0,0,1,1,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,19,38,18,20,4,1,3,34,17,17,0,0,0,4,2,2,8,6,2,7,2,5,10,4,6,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,20-24,259,160,99,66,23,43,193,137,56,3,1,2,23,15,8,42,22,20,53,42,11,41,31,10,30,25,5,0,0,0,0,0,0,1,1,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,25-29,323,181,142,97,31,66,226,150,76,3,2,1,22,11,11,50,30,20,48,32,16,51,39,12,31,23,8,0,0,0,1,0,1,20,13,7,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,30-34,292,173,119,91,27,64,201,146,55,1,0,1,34,23,11,48,32,16,47,35,12,35,27,8,18,15,3,0,0,0,1,1,0,17,13,4,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,35-39,287,172,115,113,44,69,174,128,46,1,0,1,21,17,4,40,27,13,43,32,11,39,30,9,14,10,4,0,0,0,0,0,0,16,12,4,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,40-44,173,114,59,62,28,34,111,86,25,0,0,0,15,12,3,26,20,6,24,18,6,27,22,5,14,10,4,0,0,0,3,2,1,2,2,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,45-49,131,96,35,56,33,23,75,63,12,1,1,0,15,11,4,19,17,2,9,6,3,20,17,3,4,4,0,0,0,0,0,0,0,7,7,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,50-54,84,68,16,33,21,12,51,47,4,2,2,0,7,6,1,14,12,2,11,11,0,7,6,1,5,5,0,0,0,0,0,0,0,5,5,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,55-59,55,46,9,22,15,7,33,31,2,0,0,0,9,9,0,9,9,0,8,6,2,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,60-64,25,16,9,20,11,9,5,5,0,0,0,0,0,0,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,65-69,11,7,4,5,2,3,6,5,1,0,0,0,2,1,1,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,70-74,10,6,4,8,4,4,2,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,75-79,8,4,4,7,3,4,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,80+,6,5,1,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,12,0,State - ARUNACHAL PRADESH  12,Urban,Age not stated,4,3,1,3,2,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,All ages,60037,29934,30103,22949,9080,13869,37088,20854,16234,930,559,371,6094,3438,2656,6513,3451,3062,9022,5163,3859,5711,3256,2455,3986,2110,1876,3,2,1,65,44,21,4756,2825,1931,8,6,2,1991
C2508SC,14,0,State - MANIPUR  14,Total,0-6,8756,4434,4322,8756,4434,4322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,7,1310,675,635,604,292,312,706,383,323,7,5,2,698,377,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,8,1296,662,634,433,203,230,863,459,404,6,4,2,856,455,401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1991
C2508SC,14,0,State - MANIPUR  14,Total,9,983,490,493,265,133,132,718,357,361,3,1,2,575,293,282,138,62,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1991
C2508SC,14,0,State - MANIPUR  14,Total,10,1520,792,728,308,159,149,1212,633,579,2,2,0,766,421,345,444,210,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,11,941,488,453,161,75,86,780,413,367,3,2,1,293,153,140,484,258,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,12,1483,762,721,211,100,111,1272,662,610,2,2,0,324,175,149,797,400,397,149,85,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,13,1237,605,632,123,63,60,1114,542,572,5,3,2,142,79,63,615,284,331,352,176,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,14,1352,683,669,125,55,70,1227,628,599,3,2,1,114,70,44,368,200,168,742,356,386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,15,1410,686,724,150,59,91,1260,627,633,5,1,4,78,42,36,274,129,145,698,356,342,205,99,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,16,1155,586,569,130,59,71,1025,527,498,9,6,3,69,38,31,171,89,82,422,229,193,354,165,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,17,947,464,483,94,50,44,853,414,439,4,2,2,41,23,18,108,55,53,297,136,161,403,198,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,18,1567,796,771,178,75,103,1389,721,668,8,3,5,102,61,41,153,80,73,447,245,202,397,196,201,282,136,146,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,19,730,349,381,77,36,41,653,313,340,12,4,8,47,19,28,67,38,29,155,77,78,195,106,89,176,68,108,0,0,0,1,1,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,20-24,5971,2878,3093,858,287,571,5113,2591,2522,67,36,31,248,130,118,480,246,234,1190,621,569,1110,573,537,1531,755,776,1,0,1,10,4,6,476,226,250,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,25-29,5573,2618,2955,1040,291,749,4533,2327,2206,96,48,48,209,109,100,428,216,212,967,518,449,885,490,395,764,370,394,0,0,0,14,3,11,1169,572,597,1,1,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,30-34,4773,2366,2407,1067,319,748,3706,2047,1659,104,56,48,226,121,105,366,185,181,761,449,312,673,400,273,517,289,228,1,1,0,9,9,0,1048,536,512,1,1,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,35-39,4198,2132,2066,1179,341,838,3019,1791,1228,91,45,46,237,121,116,383,199,184,712,431,281,479,308,171,347,209,138,0,0,0,9,8,1,761,470,291,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,40-44,3347,1709,1638,1113,304,809,2234,1405,829,95,44,51,201,108,93,343,187,156,583,358,225,335,216,119,152,119,33,0,0,0,9,7,2,516,366,150,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,45-49,2938,1507,1431,1052,318,734,1886,1189,697,93,61,32,194,103,91,322,163,159,588,371,217,242,160,82,92,64,28,0,0,0,5,5,0,349,261,88,1,1,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,50-54,2372,1167,1205,999,193,806,1373,974,399,72,46,26,125,86,39,199,134,65,480,325,155,202,144,58,68,46,22,0,0,0,5,5,0,221,187,34,1,1,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,55-59,1779,919,860,929,211,718,850,708,142,65,53,12,131,89,42,124,92,32,266,235,31,116,98,18,30,27,3,0,0,0,2,1,1,116,113,3,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,60-64,1461,734,727,934,279,655,527,455,72,54,39,15,124,101,23,102,89,13,109,101,8,64,54,10,16,16,0,0,0,0,0,0,0,58,55,3,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,65-69,1111,546,565,774,247,527,337,299,38,41,30,11,109,96,13,69,59,10,58,55,3,29,29,0,5,5,0,0,0,0,1,1,0,25,24,1,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,70-74,815,384,431,614,204,410,201,180,21,29,20,9,88,80,8,44,43,1,19,17,2,11,10,1,2,2,0,1,1,0,0,0,0,7,7,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,75-79,484,244,240,377,145,232,107,99,8,23,19,4,48,45,3,20,19,1,8,8,0,4,4,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,80+,488,232,256,381,139,242,107,93,14,20,16,4,45,41,4,10,10,0,16,13,3,6,5,1,4,4,0,0,0,0,0,0,0,6,4,2,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Total,Age not stated,40,26,14,17,9,8,23,17,6,11,9,2,4,2,2,4,4,0,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,All ages,20802,10595,10207,8341,3440,4901,12461,7155,5306,230,142,88,3056,1745,1311,2462,1368,1094,2899,1695,1204,1911,1150,761,976,511,465,0,0,0,13,6,7,911,537,374,3,1,2,1991
C2508SC,14,0,State - MANIPUR  14,Rural,0-6,3191,1628,1563,3191,1628,1563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,7,445,209,236,221,98,123,224,111,113,3,3,0,221,108,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,8,492,250,242,180,89,91,312,161,151,2,1,1,309,160,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1991
C2508SC,14,0,State - MANIPUR  14,Rural,9,372,195,177,109,58,51,263,137,126,1,0,1,226,122,104,35,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1991
C2508SC,14,0,State - MANIPUR  14,Rural,10,596,307,289,131,69,62,465,238,227,0,0,0,330,183,147,135,55,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,11,318,174,144,59,28,31,259,146,113,2,2,0,133,71,62,124,73,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,12,570,305,265,114,57,57,456,248,208,1,1,0,181,96,85,235,131,104,39,20,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,13,432,210,222,49,22,27,383,188,195,5,3,2,97,56,41,200,95,105,81,34,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,14,469,253,216,62,27,35,407,226,181,1,0,1,79,51,28,158,94,64,169,81,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,15,543,273,270,80,31,49,463,242,221,2,0,2,57,33,24,125,62,63,208,110,98,71,37,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,16,454,228,226,67,30,37,387,198,189,6,4,2,48,26,22,85,49,36,161,81,80,87,38,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,17,349,175,174,44,24,20,305,151,154,2,1,1,31,17,14,54,31,23,122,54,68,96,48,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,18,646,324,322,85,39,46,561,285,276,3,1,2,75,45,30,82,47,35,191,101,90,132,66,66,78,25,53,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,19,261,134,127,37,19,18,224,115,109,6,2,4,32,13,19,38,22,16,53,26,27,64,36,28,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,20-24,2144,1077,1067,376,149,227,1768,928,840,16,10,6,170,94,76,217,126,91,455,247,208,408,216,192,382,177,205,0,0,0,4,2,2,116,56,60,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,25-29,1881,905,976,422,129,293,1459,776,683,19,9,10,142,80,62,184,95,89,331,186,145,304,167,137,227,114,113,0,0,0,5,0,5,247,125,122,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,30-34,1550,804,746,406,139,267,1144,665,479,25,17,8,170,92,78,171,83,88,242,145,97,230,158,72,107,65,42,0,0,0,1,1,0,198,104,94,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,35-39,1427,740,687,433,129,304,994,611,383,27,13,14,158,91,67,161,88,73,234,147,87,196,131,65,69,50,19,0,0,0,1,1,0,148,90,58,0,0,0,1991
C2508SC,14,0,State - MANIPUR  14,Rural,40-44,1142,587,555,424,121,303,718,466,252,22,9,13,126,78,48,141,74,67,183,121,62,119,91,28,41,31,10,0,0,0,2,2,0,84,60,24,0,0,0,1991
